what,kind,bundleId,bundleVersion,description,time
error,log,,,"Unable to get CElement for Macro",1320871934955
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320871934969
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320871944148
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320871946020
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320871975687
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320871979954
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320871984440
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320871987613
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320872001031
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320872015164
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320872032884
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1320872037409
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1320872040625
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320872048743
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872051145
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872051809
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872054791
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872057242
error,log,,,"The program file specified in the launch configuration does not exist",1320872057255
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872057302
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872058810
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1320872082485
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1320872082644
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320872083151
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872085409
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872085981
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1320872096542
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1320872099483
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.format",1320872100345
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320872101021
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872102506
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872104142
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872163435
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872164288
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872164987
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872168007
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872170899
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872180588
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320872185542
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872187476
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872188874
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1320872286952
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1320872288311
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320872288548
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872293047
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872294453
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872298723
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872320277
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320872323618
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872326455
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872327913
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1320872374634
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320872376796
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320872386412
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320872388461
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1320872395513
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1320872406193
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320872407263
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872411434
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872412778
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1320872426075
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1320872427786
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1320872430426
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1320872431962
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320872439444
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320872453979
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320872455613
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872458254
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872459605
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1320872466749
started,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1320872468687
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1320872468973
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1320872469005
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1320872469361
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872470773
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320872471922
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1320872472223
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1320872472327
opened,view,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.debug.ui.disassembly.view",1320872472484
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1320872472588
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.BreakpointView",1320872472850
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.MemoryView",1320872472926
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.RegisterView",1320872472979
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.ModuleView",1320872473005
opened,editor,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1320872473146
activated,editor,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1320872473166
